production_lot_id,production_date,factory_id,line_id,product_id,production_qty,pass_qty,started_qty,completed_qty,first_pass_pass_qty,fail_qty,rework_qty,scrap_qty
PLOT-00000758,2026-05-12,FAC-MX,LINE-MX-01,PROD-S100,41,40,41,41,40,1,1,0
PLOT-00000759,2026-05-12,FAC-MX,LINE-MX-02,PROD-X100,53,51,53,53,51,2,1,0
PLOT-00000760,2026-05-12,FAC-MY,LINE-MY-01,PROD-S100,49,45,49,49,45,4,3,1
PLOT-00000761,2026-05-12,FAC-MY,LINE-MY-03,PROD-N100,47,44,47,47,44,3,3,0
PLOT-00000762,2026-05-13,FAC-TW,LINE-TW-01,PROD-X200,48,34,48,48,34,14,10,2
PLOT-00000763,2026-05-13,FAC-TW,LINE-TW-02,PROD-S100,41,40,41,41,40,1,0,0
PLOT-00000764,2026-05-13,FAC-MX,LINE-MX-01,PROD-N100,39,34,39,39,34,5,3,2
PLOT-00000765,2026-05-13,FAC-MX,LINE-MX-02,PROD-N100,36,32,36,36,32,4,3,1
PLOT-00000766,2026-05-13,FAC-MY,LINE-MY-01,PROD-N100,46,43,46,46,43,3,3,0
PLOT-00000767,2026-05-13,FAC-MY,LINE-MY-03,PROD-C100,38,35,38,38,35,3,3,0
PLOT-00000768,2026-05-14,FAC-TW,LINE-TW-01,PROD-C100,51,49,51,51,49,2,1,0
PLOT-00000769,2026-05-14,FAC-TW,LINE-TW-02,PROD-N100,44,44,44,44,44,0,0,0
PLOT-00000770,2026-05-14,FAC-MX,LINE-MX-01,PROD-X100,40,38,40,40,38,2,1,0
PLOT-00000771,2026-05-14,FAC-MX,LINE-MX-02,PROD-X100,51,47,51,51,47,4,0,1
PLOT-00000772,2026-05-14,FAC-MY,LINE-MY-01,PROD-X100,48,45,48,48,45,3,0,3
PLOT-00000773,2026-05-14,FAC-MY,LINE-MY-03,PROD-X100,42,40,42,42,40,2,0,1
PLOT-00000774,2026-05-15,FAC-TW,LINE-TW-01,PROD-N100,46,46,46,46,46,0,0,0
PLOT-00000775,2026-05-15,FAC-TW,LINE-TW-02,PROD-S100,48,48,48,48,48,0,0,0
PLOT-00000776,2026-05-15,FAC-MX,LINE-MX-01,PROD-X100,51,50,51,51,50,1,0,0
PLOT-00000777,2026-05-15,FAC-MX,LINE-MX-02,PROD-X100,47,46,47,47,46,1,0,0
PLOT-00000778,2026-05-15,FAC-MY,LINE-MY-01,PROD-S100,46,44,46,46,44,2,1,0
PLOT-00000779,2026-05-15,FAC-MY,LINE-MY-03,PROD-X100,45,45,45,45,45,0,0,0
PLOT-00000780,2026-05-16,FAC-TW,LINE-TW-01,PROD-S100,55,55,55,55,55,0,0,0
PLOT-00000781,2026-05-16,FAC-TW,LINE-TW-02,PROD-X100,39,39,39,39,39,0,0,0
PLOT-00000782,2026-05-16,FAC-MX,LINE-MX-01,PROD-X100,44,42,44,44,42,2,1,0
PLOT-00000783,2026-05-16,FAC-MX,LINE-MX-02,PROD-S100,50,49,50,50,49,1,0,0
PLOT-00000784,2026-05-16,FAC-MY,LINE-MY-01,PROD-N100,39,38,39,39,38,1,1,0
PLOT-00000785,2026-05-16,FAC-MY,LINE-MY-03,PROD-N100,50,45,50,50,45,5,4,0
PLOT-00000786,2026-05-17,FAC-TW,LINE-TW-01,PROD-X200,35,34,35,35,34,1,0,0
PLOT-00000787,2026-05-17,FAC-TW,LINE-TW-02,PROD-S100,35,35,35,35,35,0,0,0
PLOT-00000788,2026-05-17,FAC-MX,LINE-MX-01,PROD-X100,39,38,39,39,38,1,1,0
PLOT-00000789,2026-05-17,FAC-MX,LINE-MX-02,PROD-X200,54,52,54,54,52,2,0,0
PLOT-00000790,2026-05-17,FAC-MY,LINE-MY-01,PROD-C100,38,37,38,38,37,1,1,0
PLOT-00000791,2026-05-17,FAC-MY,LINE-MY-03,PROD-N100,42,38,42,42,38,4,1,1
PLOT-00000792,2026-05-18,FAC-TW,LINE-TW-01,PROD-X100,36,36,36,36,36,0,0,0
PLOT-00000793,2026-05-18,FAC-TW,LINE-TW-02,PROD-X100,55,54,55,55,54,1,1,0
PLOT-00000794,2026-05-18,FAC-MX,LINE-MX-01,PROD-N100,49,48,49,49,48,1,1,0
PLOT-00000795,2026-05-18,FAC-MX,LINE-MX-02,PROD-X100,50,49,50,50,49,1,0,0
PLOT-00000796,2026-05-18,FAC-MY,LINE-MY-01,PROD-N100,35,34,35,35,34,1,1,0
PLOT-00000797,2026-05-18,FAC-MY,LINE-MY-03,PROD-N100,53,51,53,53,51,2,1,0
PLOT-00000798,2026-05-19,FAC-TW,LINE-TW-01,PROD-X100,39,37,39,39,37,2,2,0
PLOT-00000799,2026-05-19,FAC-TW,LINE-TW-02,PROD-X100,35,35,35,35,35,0,0,0
PLOT-00000800,2026-05-19,FAC-MX,LINE-MX-01,PROD-X200,42,41,42,42,41,1,0,0
PLOT-00000801,2026-05-19,FAC-MX,LINE-MX-02,PROD-X200,40,34,40,40,34,6,4,1
PLOT-00000802,2026-05-19,FAC-MY,LINE-MY-01,PROD-N100,37,35,37,37,35,2,1,0
PLOT-00000803,2026-05-19,FAC-MY,LINE-MY-03,PROD-C100,46,43,46,46,43,3,2,0
PLOT-00000804,2026-05-20,FAC-TW,LINE-TW-01,PROD-X100,51,50,51,51,50,1,1,0
PLOT-00000805,2026-05-20,FAC-TW,LINE-TW-02,PROD-X200,51,51,51,51,51,0,0,0
PLOT-00000806,2026-05-20,FAC-MX,LINE-MX-01,PROD-X200,47,46,47,47,46,1,1,0
PLOT-00000807,2026-05-20,FAC-MX,LINE-MX-02,PROD-N100,36,34,36,36,34,2,1,0
PLOT-00000808,2026-05-20,FAC-MY,LINE-MY-01,PROD-N100,46,45,46,46,45,1,1,0
PLOT-00000809,2026-05-20,FAC-MY,LINE-MY-03,PROD-X200,35,34,35,35,34,1,0,0
PLOT-00000810,2026-05-21,FAC-TW,LINE-TW-01,PROD-X200,37,37,37,37,37,0,0,0
PLOT-00000811,2026-05-21,FAC-TW,LINE-TW-02,PROD-X100,55,53,55,55,53,2,1,0
PLOT-00000812,2026-05-21,FAC-MX,LINE-MX-01,PROD-X100,53,50,53,53,50,3,2,1
PLOT-00000813,2026-05-21,FAC-MX,LINE-MX-02,PROD-C100,45,44,45,45,44,1,1,0
PLOT-00000814,2026-05-21,FAC-MY,LINE-MY-01,PROD-X100,46,45,46,46,45,1,0,1
PLOT-00000815,2026-05-21,FAC-MY,LINE-MY-03,PROD-C100,55,52,55,55,52,3,2,1
PLOT-00000816,2026-05-22,FAC-TW,LINE-TW-01,PROD-X100,49,48,49,49,48,1,0,1
PLOT-00000817,2026-05-22,FAC-TW,LINE-TW-02,PROD-S100,50,50,50,50,50,0,0,0
PLOT-00000818,2026-05-22,FAC-MX,LINE-MX-01,PROD-X200,39,38,39,39,38,1,1,0
PLOT-00000819,2026-05-22,FAC-MX,LINE-MX-02,PROD-X100,49,48,49,49,48,1,1,0
PLOT-00000820,2026-05-22,FAC-MY,LINE-MY-01,PROD-X100,41,39,41,41,39,2,1,0
PLOT-00000821,2026-05-22,FAC-MY,LINE-MY-03,PROD-X100,41,38,41,41,38,3,1,0
PLOT-00000822,2026-05-23,FAC-TW,LINE-TW-01,PROD-N100,45,44,45,45,44,1,1,0
PLOT-00000823,2026-05-23,FAC-TW,LINE-TW-02,PROD-S100,51,51,51,51,51,0,0,0
PLOT-00000824,2026-05-23,FAC-MX,LINE-MX-01,PROD-X100,52,50,52,52,50,2,1,0
PLOT-00000825,2026-05-23,FAC-MX,LINE-MX-02,PROD-X100,36,34,36,36,34,2,2,0
PLOT-00000826,2026-05-23,FAC-MY,LINE-MY-01,PROD-N100,41,41,41,41,41,0,0,0
PLOT-00000827,2026-05-23,FAC-MY,LINE-MY-03,PROD-X200,36,34,36,36,34,2,1,0
PLOT-00000828,2026-05-24,FAC-TW,LINE-TW-01,PROD-N100,45,42,45,45,42,3,0,1
PLOT-00000829,2026-05-24,FAC-TW,LINE-TW-02,PROD-X100,46,46,46,46,46,0,0,0
PLOT-00000830,2026-05-24,FAC-MX,LINE-MX-01,PROD-X100,47,45,47,47,45,2,1,0
PLOT-00000831,2026-05-24,FAC-MX,LINE-MX-02,PROD-C100,47,46,47,47,46,1,1,0
PLOT-00000832,2026-05-24,FAC-MY,LINE-MY-01,PROD-X200,40,37,40,40,37,3,0,0
PLOT-00000833,2026-05-24,FAC-MY,LINE-MY-03,PROD-C100,50,48,50,50,48,2,0,1
PLOT-00000834,2026-05-25,FAC-TW,LINE-TW-01,PROD-X200,51,48,51,51,48,3,1,1
PLOT-00000835,2026-05-25,FAC-TW,LINE-TW-02,PROD-X100,37,36,37,37,36,1,1,0
PLOT-00000836,2026-05-25,FAC-MX,LINE-MX-01,PROD-C100,37,37,37,37,37,0,0,0
PLOT-00000837,2026-05-25,FAC-MX,LINE-MX-02,PROD-X100,40,39,40,40,39,1,0,0
PLOT-00000838,2026-05-25,FAC-MY,LINE-MY-01,PROD-C100,45,44,45,45,44,1,1,0
PLOT-00000839,2026-05-25,FAC-MY,LINE-MY-03,PROD-X100,45,43,45,45,43,2,1,0
PLOT-00000840,2026-05-26,FAC-TW,LINE-TW-01,PROD-C100,44,42,44,44,42,2,2,0
PLOT-00000841,2026-05-26,FAC-TW,LINE-TW-02,PROD-X200,48,46,48,48,46,2,1,0
PLOT-00000842,2026-05-26,FAC-MX,LINE-MX-01,PROD-X100,49,45,49,49,45,4,3,1
PLOT-00000843,2026-05-26,FAC-MX,LINE-MX-02,PROD-X100,36,35,36,36,35,1,1,0
PLOT-00000844,2026-05-26,FAC-MY,LINE-MY-01,PROD-N100,46,44,46,46,44,2,2,0
PLOT-00000845,2026-05-26,FAC-MY,LINE-MY-03,PROD-N100,48,45,48,48,45,3,0,1
PLOT-00000846,2026-05-27,FAC-TW,LINE-TW-01,PROD-X100,36,36,36,36,36,0,0,0
PLOT-00000847,2026-05-27,FAC-TW,LINE-TW-02,PROD-X100,55,55,55,55,55,0,0,0
PLOT-00000848,2026-05-27,FAC-MX,LINE-MX-01,PROD-X100,51,51,51,51,51,0,0,0
PLOT-00000849,2026-05-27,FAC-MX,LINE-MX-02,PROD-N100,40,38,40,40,38,2,1,1
PLOT-00000850,2026-05-27,FAC-MY,LINE-MY-01,PROD-S100,39,39,39,39,39,0,0,0
PLOT-00000851,2026-05-27,FAC-MY,LINE-MY-03,PROD-S100,49,48,49,49,48,1,1,0
PLOT-00000852,2026-05-28,FAC-TW,LINE-TW-01,PROD-X100,37,36,37,37,36,1,1,0
PLOT-00000853,2026-05-28,FAC-TW,LINE-TW-02,PROD-X100,55,51,55,55,51,4,3,0
PLOT-00000854,2026-05-28,FAC-MX,LINE-MX-01,PROD-X100,47,47,47,47,47,0,0,0
PLOT-00000855,2026-05-28,FAC-MX,LINE-MX-02,PROD-S100,36,34,36,36,34,2,1,0
PLOT-00000856,2026-05-28,FAC-MY,LINE-MY-01,PROD-N100,49,47,49,49,47,2,1,0
PLOT-00000857,2026-05-28,FAC-MY,LINE-MY-03,PROD-S100,46,45,46,46,45,1,1,0
PLOT-00000858,2026-05-29,FAC-TW,LINE-TW-01,PROD-X200,37,36,37,37,36,1,1,0
PLOT-00000859,2026-05-29,FAC-TW,LINE-TW-02,PROD-C100,51,49,51,51,49,2,1,0
PLOT-00000860,2026-05-29,FAC-MX,LINE-MX-01,PROD-X100,45,44,45,45,44,1,1,0
PLOT-00000861,2026-05-29,FAC-MX,LINE-MX-02,PROD-X200,42,39,42,42,39,3,2,0
PLOT-00000862,2026-05-29,FAC-MY,LINE-MY-01,PROD-S100,35,35,35,35,35,0,0,0
PLOT-00000863,2026-05-29,FAC-MY,LINE-MY-03,PROD-N100,50,50,50,50,50,0,0,0
PLOT-00000864,2026-05-30,FAC-TW,LINE-TW-01,PROD-X200,52,51,52,52,51,1,0,1
PLOT-00000865,2026-05-30,FAC-TW,LINE-TW-02,PROD-X100,43,39,43,43,39,4,3,1
PLOT-00000866,2026-05-30,FAC-MX,LINE-MX-01,PROD-C100,41,40,41,41,40,1,1,0
PLOT-00000867,2026-05-30,FAC-MX,LINE-MX-02,PROD-S100,44,41,44,44,41,3,2,1
PLOT-00000868,2026-05-30,FAC-MY,LINE-MY-01,PROD-N100,50,50,50,50,50,0,0,0
PLOT-00000869,2026-05-30,FAC-MY,LINE-MY-03,PROD-X100,39,38,39,39,38,1,1,0
PLOT-00000870,2026-05-31,FAC-TW,LINE-TW-01,PROD-N100,49,48,49,49,48,1,1,0
PLOT-00000871,2026-05-31,FAC-TW,LINE-TW-02,PROD-X100,49,48,49,49,48,1,0,0
PLOT-00000872,2026-05-31,FAC-MX,LINE-MX-01,PROD-S100,45,43,45,45,43,2,1,1
PLOT-00000873,2026-05-31,FAC-MX,LINE-MX-02,PROD-X200,37,34,37,37,34,3,1,0
PLOT-00000874,2026-05-31,FAC-MY,LINE-MY-01,PROD-C100,44,43,44,44,43,1,1,0
PLOT-00000875,2026-05-31,FAC-MY,LINE-MY-03,PROD-S100,40,39,40,40,39,1,0,0
PLOT-00000876,2026-06-01,FAC-TW,LINE-TW-01,PROD-C100,55,54,55,55,54,1,1,0
PLOT-00000877,2026-06-01,FAC-TW,LINE-TW-02,PROD-X100,46,45,46,46,45,1,0,0
PLOT-00000878,2026-06-01,FAC-MX,LINE-MX-01,PROD-X200,38,34,38,38,34,4,3,0
PLOT-00000879,2026-06-01,FAC-MX,LINE-MX-02,PROD-S100,39,35,39,39,35,4,1,0
PLOT-00000880,2026-06-01,FAC-MY,LINE-MY-01,PROD-X100,50,50,50,50,50,0,0,0
PLOT-00000881,2026-06-01,FAC-MY,LINE-MY-03,PROD-X100,52,51,52,52,51,1,1,0
PLOT-00000882,2026-06-02,FAC-TW,LINE-TW-01,PROD-C100,49,48,49,49,48,1,0,0
PLOT-00000883,2026-06-02,FAC-TW,LINE-TW-02,PROD-N100,52,49,52,52,49,3,3,0
PLOT-00000884,2026-06-02,FAC-MX,LINE-MX-01,PROD-X200,37,35,37,37,35,2,1,1
PLOT-00000885,2026-06-02,FAC-MX,LINE-MX-02,PROD-X200,47,44,47,47,44,3,2,0
PLOT-00000886,2026-06-02,FAC-MY,LINE-MY-01,PROD-S100,50,48,50,50,48,2,2,0
PLOT-00000887,2026-06-02,FAC-MY,LINE-MY-03,PROD-C100,48,45,48,48,45,3,2,0
PLOT-00000888,2026-06-03,FAC-TW,LINE-TW-01,PROD-N100,37,36,37,37,36,1,0,1
PLOT-00000889,2026-06-03,FAC-TW,LINE-TW-02,PROD-X100,45,45,45,45,45,0,0,0
PLOT-00000890,2026-06-03,FAC-MX,LINE-MX-01,PROD-X200,49,45,49,49,45,4,2,0
PLOT-00000891,2026-06-03,FAC-MX,LINE-MX-02,PROD-X200,51,47,51,51,47,4,1,0
PLOT-00000892,2026-06-03,FAC-MY,LINE-MY-01,PROD-X200,52,50,52,52,50,2,1,0
PLOT-00000893,2026-06-03,FAC-MY,LINE-MY-03,PROD-N100,40,37,40,40,37,3,1,0
PLOT-00000894,2026-06-04,FAC-TW,LINE-TW-01,PROD-N100,39,37,39,39,37,2,0,1
PLOT-00000895,2026-06-04,FAC-TW,LINE-TW-02,PROD-X200,36,34,36,36,34,2,2,0
PLOT-00000896,2026-06-04,FAC-MX,LINE-MX-01,PROD-X200,51,49,51,51,49,2,2,0
PLOT-00000897,2026-06-04,FAC-MX,LINE-MX-02,PROD-X200,40,38,40,40,38,2,1,1
PLOT-00000898,2026-06-04,FAC-MY,LINE-MY-01,PROD-X100,42,41,42,42,41,1,1,0
PLOT-00000899,2026-06-04,FAC-MY,LINE-MY-03,PROD-X200,51,47,51,51,47,4,1,0
PLOT-00000900,2026-06-05,FAC-TW,LINE-TW-01,PROD-N100,37,36,37,37,36,1,1,0
PLOT-00000901,2026-06-05,FAC-TW,LINE-TW-02,PROD-X100,55,54,55,55,54,1,1,0
PLOT-00000902,2026-06-05,FAC-MX,LINE-MX-01,PROD-S100,43,40,43,43,40,3,2,0
PLOT-00000903,2026-06-05,FAC-MX,LINE-MX-02,PROD-X200,44,39,44,44,39,5,4,0
PLOT-00000904,2026-06-05,FAC-MY,LINE-MY-01,PROD-N100,37,37,37,37,37,0,0,0
PLOT-00000905,2026-06-05,FAC-MY,LINE-MY-03,PROD-C100,40,39,40,40,39,1,0,0
PLOT-00000906,2026-06-06,FAC-TW,LINE-TW-01,PROD-C100,53,53,53,53,53,0,0,0
PLOT-00000907,2026-06-06,FAC-TW,LINE-TW-02,PROD-X100,54,52,54,54,52,2,2,0
PLOT-00000908,2026-06-06,FAC-MX,LINE-MX-01,PROD-X200,54,53,54,54,53,1,1,0
PLOT-00000909,2026-06-06,FAC-MX,LINE-MX-02,PROD-X200,53,53,53,53,53,0,0,0
PLOT-00000910,2026-06-06,FAC-MY,LINE-MY-01,PROD-X100,35,33,35,35,33,2,0,0
PLOT-00000911,2026-06-06,FAC-MY,LINE-MY-03,PROD-X100,55,54,55,55,54,1,1,0
PLOT-00000912,2026-06-07,FAC-TW,LINE-TW-01,PROD-N100,43,43,43,43,43,0,0,0
PLOT-00000913,2026-06-07,FAC-TW,LINE-TW-02,PROD-C100,53,51,53,53,51,2,1,0
PLOT-00000914,2026-06-07,FAC-MX,LINE-MX-01,PROD-X200,55,53,55,55,53,2,0,0
PLOT-00000915,2026-06-07,FAC-MX,LINE-MX-02,PROD-X100,55,53,55,55,53,2,2,0
PLOT-00000916,2026-06-07,FAC-MY,LINE-MY-01,PROD-C100,55,47,55,55,47,8,5,1
PLOT-00000917,2026-06-07,FAC-MY,LINE-MY-03,PROD-S100,50,44,50,50,44,6,4,1
PLOT-00000918,2026-06-08,FAC-TW,LINE-TW-01,PROD-X100,47,46,47,47,46,1,0,0
PLOT-00000919,2026-06-08,FAC-TW,LINE-TW-02,PROD-X100,37,37,37,37,37,0,0,0
PLOT-00000920,2026-06-08,FAC-MX,LINE-MX-01,PROD-X200,40,39,40,40,39,1,0,0
PLOT-00000921,2026-06-08,FAC-MX,LINE-MX-02,PROD-X200,50,48,50,50,48,2,2,0
PLOT-00000922,2026-06-08,FAC-MY,LINE-MY-01,PROD-C100,45,43,45,45,43,2,1,0
PLOT-00000923,2026-06-08,FAC-MY,LINE-MY-03,PROD-N100,45,44,45,45,44,1,0,0
PLOT-00000924,2026-06-09,FAC-TW,LINE-TW-01,PROD-N100,45,44,45,45,44,1,0,0
PLOT-00000925,2026-06-09,FAC-TW,LINE-TW-02,PROD-C100,46,46,46,46,46,0,0,0
PLOT-00000926,2026-06-09,FAC-MX,LINE-MX-01,PROD-S100,39,37,39,39,37,2,1,0
PLOT-00000927,2026-06-09,FAC-MX,LINE-MX-02,PROD-X200,51,49,51,51,49,2,1,0
PLOT-00000928,2026-06-09,FAC-MY,LINE-MY-01,PROD-C100,45,41,45,45,41,4,3,1
PLOT-00000929,2026-06-09,FAC-MY,LINE-MY-03,PROD-X100,38,38,38,38,38,0,0,0
PLOT-00000930,2026-06-10,FAC-TW,LINE-TW-01,PROD-X100,42,40,42,42,40,2,2,0
PLOT-00000931,2026-06-10,FAC-TW,LINE-TW-02,PROD-X100,36,35,36,36,35,1,0,0
PLOT-00000932,2026-06-10,FAC-MX,LINE-MX-01,PROD-X200,47,43,47,47,43,4,2,1
PLOT-00000933,2026-06-10,FAC-MX,LINE-MX-02,PROD-C100,48,47,48,48,47,1,1,0
PLOT-00000934,2026-06-10,FAC-MY,LINE-MY-01,PROD-X100,40,40,40,40,40,0,0,0
PLOT-00000935,2026-06-10,FAC-MY,LINE-MY-03,PROD-S100,53,51,53,53,51,2,1,0
PLOT-00000936,2026-06-11,FAC-TW,LINE-TW-01,PROD-C100,41,39,41,41,39,2,2,0
PLOT-00000937,2026-06-11,FAC-TW,LINE-TW-02,PROD-N100,50,49,50,50,49,1,0,0
PLOT-00000938,2026-06-11,FAC-MX,LINE-MX-01,PROD-S100,49,46,49,49,46,3,3,0
PLOT-00000939,2026-06-11,FAC-MX,LINE-MX-02,PROD-X200,44,43,44,44,43,1,0,1
PLOT-00000940,2026-06-11,FAC-MY,LINE-MY-01,PROD-C100,37,35,37,37,35,2,1,0
PLOT-00000941,2026-06-11,FAC-MY,LINE-MY-03,PROD-S100,51,48,51,51,48,3,1,1
PLOT-00000942,2026-06-12,FAC-TW,LINE-TW-01,PROD-X200,42,41,42,42,41,1,1,0
PLOT-00000943,2026-06-12,FAC-TW,LINE-TW-02,PROD-X100,46,44,46,46,44,2,0,0
PLOT-00000944,2026-06-12,FAC-MX,LINE-MX-01,PROD-X100,44,41,44,44,41,3,3,0
PLOT-00000945,2026-06-12,FAC-MX,LINE-MX-02,PROD-X200,55,53,55,55,53,2,1,0
PLOT-00000946,2026-06-12,FAC-MY,LINE-MY-01,PROD-N100,44,41,44,44,41,3,1,1
PLOT-00000947,2026-06-12,FAC-MY,LINE-MY-03,PROD-C100,38,37,38,38,37,1,1,0
PLOT-00000948,2026-06-13,FAC-TW,LINE-TW-01,PROD-X200,43,42,43,43,42,1,1,0
PLOT-00000949,2026-06-13,FAC-TW,LINE-TW-02,PROD-C100,47,46,47,47,46,1,1,0
PLOT-00000950,2026-06-13,FAC-MX,LINE-MX-01,PROD-X200,47,45,47,47,45,2,1,0
PLOT-00000951,2026-06-13,FAC-MX,LINE-MX-02,PROD-X200,52,49,52,52,49,3,1,1
PLOT-00000952,2026-06-13,FAC-MY,LINE-MY-01,PROD-X100,52,50,52,52,50,2,2,0
PLOT-00000953,2026-06-13,FAC-MY,LINE-MY-03,PROD-X200,47,47,47,47,47,0,0,0
PLOT-00000954,2026-06-14,FAC-TW,LINE-TW-01,PROD-X200,52,47,52,52,47,5,2,0
PLOT-00000955,2026-06-14,FAC-TW,LINE-TW-02,PROD-X100,54,54,54,54,54,0,0,0
PLOT-00000956,2026-06-14,FAC-MX,LINE-MX-01,PROD-X200,38,38,38,38,38,0,0,0
PLOT-00000957,2026-06-14,FAC-MX,LINE-MX-02,PROD-X200,38,38,38,38,38,0,0,0
PLOT-00000958,2026-06-14,FAC-MY,LINE-MY-01,PROD-X200,45,43,45,45,43,2,1,1
PLOT-00000959,2026-06-14,FAC-MY,LINE-MY-03,PROD-C100,46,44,46,46,44,2,0,0
PLOT-00000960,2026-06-15,FAC-TW,LINE-TW-01,PROD-N100,41,41,41,41,41,0,0,0
PLOT-00000961,2026-06-15,FAC-TW,LINE-TW-02,PROD-C100,47,45,47,47,45,2,1,0
PLOT-00000962,2026-06-15,FAC-MX,LINE-MX-01,PROD-X200,36,31,36,36,31,5,2,0
PLOT-00000963,2026-06-15,FAC-MX,LINE-MX-02,PROD-X100,45,44,45,45,44,1,1,0
PLOT-00000964,2026-06-15,FAC-MY,LINE-MY-01,PROD-S100,51,50,51,51,50,1,1,0
PLOT-00000965,2026-06-15,FAC-MY,LINE-MY-03,PROD-C100,54,52,54,54,52,2,0,0
PLOT-00000966,2026-06-16,FAC-TW,LINE-TW-01,PROD-N100,39,39,39,39,39,0,0,0
PLOT-00000967,2026-06-16,FAC-TW,LINE-TW-02,PROD-X100,54,52,54,54,52,2,1,1
PLOT-00000968,2026-06-16,FAC-MX,LINE-MX-01,PROD-X200,47,42,47,47,42,5,2,0
PLOT-00000969,2026-06-16,FAC-MX,LINE-MX-02,PROD-S100,44,43,44,44,43,1,1,0
PLOT-00000970,2026-06-16,FAC-MY,LINE-MY-01,PROD-N100,51,49,51,51,49,2,2,0
PLOT-00000971,2026-06-16,FAC-MY,LINE-MY-03,PROD-S100,52,51,52,52,51,1,0,1
PLOT-00000972,2026-06-17,FAC-TW,LINE-TW-01,PROD-X200,53,51,53,53,51,2,1,1
PLOT-00000973,2026-06-17,FAC-TW,LINE-TW-02,PROD-X100,35,35,35,35,35,0,0,0
PLOT-00000974,2026-06-17,FAC-MX,LINE-MX-01,PROD-X200,38,35,38,38,35,3,2,0
PLOT-00000975,2026-06-17,FAC-MX,LINE-MX-02,PROD-S100,53,51,53,53,51,2,2,0
PLOT-00000976,2026-06-17,FAC-MY,LINE-MY-01,PROD-X200,55,49,55,55,49,6,3,2
PLOT-00000977,2026-06-17,FAC-MY,LINE-MY-03,PROD-X100,50,50,50,50,50,0,0,0
PLOT-00000978,2026-06-18,FAC-TW,LINE-TW-01,PROD-X100,55,54,55,55,54,1,0,0
PLOT-00000979,2026-06-18,FAC-TW,LINE-TW-02,PROD-N100,53,51,53,53,51,2,2,0
PLOT-00000980,2026-06-18,FAC-MX,LINE-MX-01,PROD-X200,36,32,36,36,32,4,1,0
PLOT-00000981,2026-06-18,FAC-MX,LINE-MX-02,PROD-X200,40,39,40,40,39,1,1,0
PLOT-00000982,2026-06-18,FAC-MY,LINE-MY-01,PROD-C100,54,53,54,54,53,1,0,0
PLOT-00000983,2026-06-18,FAC-MY,LINE-MY-03,PROD-N100,47,46,47,47,46,1,1,0
PLOT-00000984,2026-06-19,FAC-TW,LINE-TW-01,PROD-X100,42,40,42,42,40,2,1,0
PLOT-00000985,2026-06-19,FAC-TW,LINE-TW-02,PROD-X100,38,38,38,38,38,0,0,0
PLOT-00000986,2026-06-19,FAC-MX,LINE-MX-01,PROD-X200,49,47,49,49,47,2,1,1
PLOT-00000987,2026-06-19,FAC-MX,LINE-MX-02,PROD-X200,39,37,39,39,37,2,1,0
PLOT-00000988,2026-06-19,FAC-MY,LINE-MY-01,PROD-C100,41,40,41,41,40,1,1,0
PLOT-00000989,2026-06-19,FAC-MY,LINE-MY-03,PROD-C100,54,53,54,54,53,1,0,0
PLOT-00000990,2026-06-20,FAC-TW,LINE-TW-01,PROD-S100,36,35,36,36,35,1,0,0
PLOT-00000991,2026-06-20,FAC-TW,LINE-TW-02,PROD-C100,51,51,51,51,51,0,0,0
PLOT-00000992,2026-06-20,FAC-MX,LINE-MX-01,PROD-X200,45,43,45,45,43,2,1,0
PLOT-00000993,2026-06-20,FAC-MX,LINE-MX-02,PROD-S100,50,46,50,50,46,4,3,1
PLOT-00000994,2026-06-20,FAC-MY,LINE-MY-01,PROD-C100,45,44,45,45,44,1,1,0
PLOT-00000995,2026-06-20,FAC-MY,LINE-MY-03,PROD-S100,49,48,49,49,48,1,1,0
PLOT-00000996,2026-06-21,FAC-TW,LINE-TW-01,PROD-S100,45,45,45,45,45,0,0,0
PLOT-00000997,2026-06-21,FAC-TW,LINE-TW-02,PROD-X200,55,54,55,55,54,1,1,0
PLOT-00000998,2026-06-21,FAC-MX,LINE-MX-01,PROD-X200,43,42,43,43,42,1,0,0
PLOT-00000999,2026-06-21,FAC-MX,LINE-MX-02,PROD-X200,41,40,41,41,40,1,1,0
PLOT-00001000,2026-06-21,FAC-MY,LINE-MY-01,PROD-S100,43,42,43,43,42,1,1,0
PLOT-00001001,2026-06-21,FAC-MY,LINE-MY-03,PROD-C100,42,41,42,42,41,1,0,1
PLOT-00001002,2026-06-22,FAC-TW,LINE-TW-01,PROD-S100,44,43,44,44,43,1,1,0
PLOT-00001003,2026-06-22,FAC-TW,LINE-TW-02,PROD-N100,41,39,41,41,39,2,0,0
PLOT-00001004,2026-06-22,FAC-MX,LINE-MX-01,PROD-X200,50,47,50,50,47,3,0,1
PLOT-00001005,2026-06-22,FAC-MX,LINE-MX-02,PROD-X200,46,41,46,46,41,5,3,0
PLOT-00001006,2026-06-22,FAC-MY,LINE-MY-01,PROD-C100,43,42,43,43,42,1,0,0
PLOT-00001007,2026-06-22,FAC-MY,LINE-MY-03,PROD-X200,53,49,53,53,49,4,4,0
PLOT-00001008,2026-06-23,FAC-TW,LINE-TW-01,PROD-C100,47,47,47,47,47,0,0,0
PLOT-00001009,2026-06-23,FAC-TW,LINE-TW-02,PROD-N100,47,46,47,47,46,1,0,0
PLOT-00001010,2026-06-23,FAC-MX,LINE-MX-01,PROD-X200,39,37,39,39,37,2,0,1
